Mod:Item:MetaData, Localized Name
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, Scrench
OpenComputers:hoverBoots, Hover Boots
CompactMachines:psd, Personal Shrinking Device
CompactMachines:shrinker, Atom Shrinking Module
CompactMachines:enlarger, Atom Enlarging Module
CompactMachines:interfaceitem, World Resizing Interface
CompactMachines:quantumentangler, Quantum Entangler
CompactSolars:solarHatLV, Low Voltage Solar Hat
CompactSolars:solarHatMV, Medium Voltage Solar Hat
CompactSolars:solarHatHV, High Voltage Solar Hat
berriespp:itemLens, Plant Lens
berriespp:itemSpade, Spade
berriespp:foodGoldfish, Goldfish
berriespp:Modifier:0, Space Flower
berriespp:Modifier:1, Magic Essence
berriespp:Modifier:2, Certificate of not being a noob anymore
berriespp:foodBerries:0, Huckleberry
berriespp:foodBerries:1, Sugar Beet
wizardry:magic_crystal, Magic Crystal
wizardry:magic_wand, Magic Wand
wizardry:apprentice_wand, Apprentice Wand
wizardry:advanced_wand, Advanced Wand
wizardry:master_wand, Master Wand
wizardry:spell_book:1, Spell Book
wizardry:spell_book:2, Spell Book
wizardry:spell_book:3, Spell Book
wizardry:spell_book:4, Spell Book
wizardry:spell_book:5, Spell Book
wizardry:spell_book:6, Spell Book
wizardry:spell_book:7, Spell Book
wizardry:spell_book:8, Spell Book
wizardry:spell_book:9, Spell Book
wizardry:spell_book:10, Spell Book
wizardry:spell_book:11, Spell Book
wizardry:spell_book:12, Spell Book
wizardry:spell_book:13, Spell Book
wizardry:spell_book:14, Spell Book
wizardry:spell_book:15, Spell Book
wizardry:spell_book:16, Spell Book
wizardry:spell_book:17, Spell Book
wizardry:spell_book:18, Spell Book
wizardry:spell_book:19, Spell Book
wizardry:spell_book:20, Spell Book
wizardry:spell_book:21, Spell Book
wizardry:spell_book:22, Spell Book
wizardry:spell_book:23, Spell Book
wizardry:spell_book:24, Spell Book
wizardry:spell_book:25, Spell Book
wizardry:spell_book:26, Spell Book
wizardry:spell_book:27, Spell Book
wizardry:spell_book:28, Spell Book
wizardry:spell_book:29, Spell Book
wizardry:spell_book:30, Spell Book
wizardry:spell_book:31, Spell Book
wizardry:spell_book:32, Spell Book
wizardry:spell_book:33, Spell Book
wizardry:spell_book:34, Spell Book
wizardry:spell_book:35, Spell Book
wizardry:spell_book:36, Spell Book
wizardry:spell_book:37, Spell Book
wizardry:spell_book:38, Spell Book
wizardry:spell_book:39, Spell Book
wizardry:spell_book:40, Spell Book
wizardry:spell_book:41, Spell Book
wizardry:spell_book:42, Spell Book
wizardry:spell_book:43, Spell Book
wizardry:spell_book:44, Spell Book
wizardry:spell_book:45, Spell Book
wizardry:spell_book:46, Spell Book
wizardry:spell_book:47, Spell Book
wizardry:spell_book:48, Spell Book
wizardry:spell_book:49, Spell Book
wizardry:spell_book:50, Spell Book
wizardry:spell_book:51, Spell Book
wizardry:spell_book:52, Spell Book
wizardry:spell_book:53, Spell Book
wizardry:spell_book:54, Spell Book
wizardry:spell_book:55, Spell Book
wizardry:spell_book:56, Spell Book
wizardry:spell_book:57, Spell Book
wizardry:spell_book:58, Spell Book
wizardry:spell_book:59, Spell Book
wizardry:spell_book:60, Spell Book
wizardry:spell_book:61, Spell Book
wizardry:spell_book:62, Spell Book
wizardry:spell_book:63, Spell Book
wizardry:spell_book:64, Spell Book
wizardry:spell_book:65, Spell Book
wizardry:spell_book:66, Spell Book
wizardry:spell_book:67, Spell Book
wizardry:spell_book:68, Spell Book
wizardry:spell_book:69, Spell Book
wizardry:spell_book:70, Spell Book
wizardry:spell_book:71, Spell Book
wizardry:spell_book:72, Spell Book
wizardry:spell_book:73, Spell Book
wizardry:spell_book:74, Spell Book
wizardry:spell_book:75, Spell Book
wizardry:spell_book:76, Spell Book
wizardry:spell_book:77, Spell Book
wizardry:spell_book:78, Spell Book
wizardry:spell_book:79, Spell Book
wizardry:spell_book:80, Spell Book
wizardry:spell_book:81, Spell Book
wizardry:spell_book:82, Spell Book
wizardry:spell_book:83, Spell Book
wizardry:spell_book:84, Spell Book
wizardry:spell_book:85, Spell Book
wizardry:spell_book:86, Spell Book
wizardry:spell_book:87, Spell Book
wizardry:spell_book:88, Spell Book
wizardry:spell_book:89, Spell Book
wizardry:spell_book:90, Spell Book
wizardry:spell_book:91, Spell Book
wizardry:spell_book:92, Spell Book
wizardry:spell_book:93, Spell Book
wizardry:spell_book:94, Spell Book
wizardry:spell_book:95, Spell Book
wizardry:spell_book:96, Spell Book
wizardry:spell_book:97, Spell Book
wizardry:spell_book:98, Spell Book
wizardry:spell_book:99, Spell Book
wizardry:spell_book:100, Spell Book
wizardry:spell_book:101, Spell Book
wizardry:spell_book:102, Spell Book
wizardry:spell_book:103, Spell Book
wizardry:spell_book:104, Spell Book
wizardry:spell_book:105, Spell Book
wizardry:spell_book:106, Spell Book
wizardry:spell_book:107, Spell Book
wizardry:spell_book:108, Spell Book
wizardry:spell_book:109, Spell Book
wizardry:spell_book:110, Spell Book
wizardry:spell_book:111, Spell Book
wizardry:spell_book:112, Spell Book
wizardry:spell_book:113, Spell Book
wizardry:spell_book:114, Spell Book
wizardry:spell_book:115, Spell Book
wizardry:spell_book:116, Spell Book
wizardry:spell_book:117, Spell Book
wizardry:spell_book:118, Spell Book
wizardry:spell_book:119, Spell Book
wizardry:spell_book:120, Spell Book
wizardry:spell_book:121, Spell Book
wizardry:spell_book:122, Spell Book
wizardry:spell_book:123, Spell Book
wizardry:spell_book:124, Spell Book
wizardry:spell_book:125, Spell Book
wizardry:spell_book:126, Spell Book
wizardry:spell_book:127, Spell Book
wizardry:spell_book:128, Spell Book
wizardry:spell_book:129, Spell Book
wizardry:spell_book:130, Spell Book
wizardry:spell_book:131, Spell Book
wizardry:spell_book:132, Spell Book
wizardry:spell_book:133, Spell Book
wizardry:spell_book:134, Spell Book
wizardry:spell_book:135, Spell Book
wizardry:spell_book:136, Spell Book
wizardry:spell_book:137, Spell Book
wizardry:spell_book:138, Spell Book
wizardry:spell_book:139, Spell Book
wizardry:spell_book:140, Spell Book
wizardry:arcane_tome:1, Tome of Arcana
wizardry:arcane_tome:2, Tome of Arcana
wizardry:arcane_tome:3, Tome of Arcana
wizardry:wizard_handbook, The Wizard's Handbook
wizardry:basic_fire_wand, Wand of Embers
wizardry:basic_ice_wand, Wand of Frost
wizardry:basic_lightning_wand, Wand of Sparks
wizardry:basic_necromancy_wand, Wand of Shadows
wizardry:basic_earth_wand, Wand of the Forest
wizardry:basic_sorcery_wand, Wand of Mystery
wizardry:basic_healing_wand, Wand of Healing
wizardry:apprentice_fire_wand, Apprentice Pyromancer Wand
wizardry:apprentice_ice_wand, Apprentice Ice Mage Wand
wizardry:apprentice_lightning_wand, Apprentice Storm Mage Wand
wizardry:apprentice_necromancy_wand, Apprentice Necromancer Wand
wizardry:apprentice_earth_wand, Apprentice Earth Mage Wand
wizardry:apprentice_sorcery_wand, Apprentice Sorcerer Wand
wizardry:apprentice_healing_wand, Apprentice Healer Wand
wizardry:advanced_fire_wand, Wand of the Pyromancer
wizardry:advanced_ice_wand, Wand of the Ice Mage
wizardry:advanced_lightning_wand, Wand of the Storm Mage
wizardry:advanced_necromancy_wand, Wand of the Necromancer
wizardry:advanced_earth_wand, Wand of the Earth Mage
wizardry:advanced_sorcery_wand, Wand of the Sorcerer
wizardry:advanced_healing_wand, Wand of the Healer
wizardry:master_fire_wand, Master Pyromancer Wand
wizardry:master_ice_wand, Master Ice Mage Wand
wizardry:master_lightning_wand, Master Storm Mage Wand
wizardry:master_necromancy_wand, Master Necromancer Wand
wizardry:master_earth_wand, Master Earth Mage Wand
wizardry:master_sorcery_wand, Master Sorcerer Wand
wizardry:master_healing_wand, Master Healer Wand
wizardry:spectral_sword, Spectral Sword
wizardry:spectral_pickaxe, Spectral Pickaxe
wizardry:spectral_bow, Spectral Bow
wizardry:mana_flask, Mana Flask
wizardry:storage_upgrade, Wand Storage Upgrade
wizardry:siphon_upgrade, Wand Siphon Upgrade
wizardry:condenser_upgrade, Wand Condenser Upgrade
wizardry:range_upgrade, Wand Range Upgrade
wizardry:duration_upgrade, Wand Duration Upgrade
wizardry:cooldown_upgrade, Cooldown Upgrade
wizardry:blast_upgrade, Wand Blast Upgrade
wizardry:attunement_upgrade, Wand Attunement Upgrade
wizardry:flaming_axe, Flaming Axe
wizardry:frost_axe, Frost Axe
wizardry:firebomb, Firebomb
wizardry:poison_bomb, Poison Bomb
wizardry:blank_scroll, Blank Scroll
wizardry:scroll:1, Scroll of Magic Missile
wizardry:scroll:2, Scroll of Ignite
wizardry:scroll:3, Scroll of Freeze
wizardry:scroll:4, Scroll of Snowball
wizardry:scroll:5, Scroll of Arc
wizardry:scroll:6, Scroll of Thunderbolt
wizardry:scroll:7, Scroll of Summon Zombie
wizardry:scroll:8, Scroll of Snare
wizardry:scroll:9, Scroll of Dart
wizardry:scroll:10, Scroll of Light
wizardry:scroll:11, Scroll of Telekinesis
wizardry:scroll:12, Scroll of Heal
wizardry:scroll:13, Scroll of Fireball
wizardry:scroll:15, Scroll of Firebomb
wizardry:scroll:16, Scroll of Fire Sigil
wizardry:scroll:17, Scroll of Firebolt
wizardry:scroll:19, Scroll of Summon Snow Golem
wizardry:scroll:20, Scroll of Ice Shard
wizardry:scroll:21, Scroll of Ice Statue
wizardry:scroll:22, Scroll of Frost Sigil
wizardry:scroll:24, Scroll of Spark Bomb
wizardry:scroll:25, Scroll of Homing Spark
wizardry:scroll:26, Scroll of Lightning Sigil
wizardry:scroll:27, Scroll of Lightning Arrow
wizardry:scroll:29, Scroll of Summon Skeleton
wizardry:scroll:30, Scroll of Metamorphosis
wizardry:scroll:31, Scroll of Wither
wizardry:scroll:32, Scroll of Poison
wizardry:scroll:33, Scroll of Growth Aura
wizardry:scroll:34, Scroll of Bubble
wizardry:scroll:35, Scroll of Whirlwind
wizardry:scroll:36, Scroll of Poison Bomb
wizardry:scroll:37, Scroll of Summon Spirit Wolf
wizardry:scroll:38, Scroll of Blink
wizardry:scroll:39, Scroll of Agility
wizardry:scroll:40, Scroll of Conjure Sword
wizardry:scroll:41, Scroll of Conjure Pickaxe
wizardry:scroll:42, Scroll of Conjure Bow
wizardry:scroll:43, Scroll of Force Arrow
wizardry:scroll:45, Scroll of Replenish Hunger
wizardry:scroll:46, Scroll of Cure Effects
wizardry:scroll:47, Scroll of Heal Ally
wizardry:scroll:48, Scroll of Summon Blaze
wizardry:scroll:49, Scroll of Ring of Fire
wizardry:scroll:50, Scroll of Detonate
wizardry:scroll:51, Scroll of Fire Resistance
wizardry:scroll:52, Scroll of Fireskin
wizardry:scroll:53, Scroll of Flaming Axe
wizardry:scroll:54, Scroll of Blizzard
wizardry:scroll:55, Scroll of Summon Ice Wraith
wizardry:scroll:56, Scroll of Ice Shroud
wizardry:scroll:57, Scroll of Ice Charge
wizardry:scroll:58, Scroll of Frost Axe
wizardry:scroll:59, Scroll of Invoke Weather
wizardry:scroll:60, Scroll of Chain Lightning
wizardry:scroll:61, Scroll of Lightning Bolt
wizardry:scroll:62, Scroll of Summon Lightning Wraith
wizardry:scroll:63, Scroll of Static Aura
wizardry:scroll:64, Scroll of Lightning Disk
wizardry:scroll:65, Scroll of Mind Control
wizardry:scroll:66, Scroll of Summon Wither Skeleton
wizardry:scroll:67, Scroll of Entrapment
wizardry:scroll:68, Scroll of Wither Skull
wizardry:scroll:69, Scroll of Darkness Orb
wizardry:scroll:71, Scroll of Decay
wizardry:scroll:72, Scroll of Water Breathing
wizardry:scroll:73, Scroll of Tornado
wizardry:scroll:75, Scroll of Summon Spirit Horse
wizardry:scroll:76, Scroll of Spider Swarm
wizardry:scroll:77, Scroll of Slime
wizardry:scroll:78, Scroll of Petrify
wizardry:scroll:79, Scroll of Invisibility
wizardry:scroll:81, Scroll of Force Orb
wizardry:scroll:82, Scroll of Transportation
wizardry:scroll:83, Scroll of Spectral Pathway
wizardry:scroll:84, Scroll of Phase Step
wizardry:scroll:85, Scroll of Vanishing Box
wizardry:scroll:86, Scroll of Greater Heal
wizardry:scroll:87, Scroll of Healing Aura
wizardry:scroll:88, Scroll of Forcefield
wizardry:scroll:89, Scroll of Ironflesh
wizardry:scroll:90, Scroll of Transience
wizardry:scroll:91, Scroll of Meteor
wizardry:scroll:93, Scroll of Summon Phoenix
wizardry:scroll:94, Scroll of Ice Age
wizardry:scroll:96, Scroll of Summon Ice Giant
wizardry:scroll:97, Scroll of Thunderstorm
wizardry:scroll:98, Scroll of Lightning Hammer
wizardry:scroll:99, Scroll of Plague of Darkness
wizardry:scroll:100, Scroll of Summon Skeleton Legion
wizardry:scroll:101, Scroll of Summon Shadow Wraith
wizardry:scroll:102, Scroll of Forest's Curse
wizardry:scroll:104, Scroll of Silverfish Swarm
wizardry:scroll:105, Scroll of Black Hole
wizardry:scroll:106, Scroll of Shockwave
wizardry:scroll:107, Scroll of Summon Iron Golem
wizardry:scroll:108, Scroll of Arrow Rain
wizardry:scroll:109, Scroll of Diamondflesh
wizardry:scroll:110, Scroll of Font of Vitality
wizardry:scroll:111, Scroll of Smoke Bomb
wizardry:scroll:112, Scroll of Mind Trick
wizardry:scroll:113, Scroll of Leap
wizardry:scroll:114, Scroll of Pocket Furnace
wizardry:scroll:115, Scroll of Intimidate
wizardry:scroll:116, Scroll of Banish
wizardry:scroll:117, Scroll of Sixth Sense
wizardry:scroll:118, Scroll of Darkvision
wizardry:scroll:119, Scroll of Clairvoyance
wizardry:scroll:120, Scroll of Pocket Workbench
wizardry:scroll:121, Scroll of Imbue Weapon
wizardry:scroll:122, Scroll of Invigorating Presence
wizardry:scroll:123, Scroll of Oakflesh
wizardry:scroll:124, Scroll of Greater Fireball
wizardry:scroll:125, Scroll of Flaming Weapon
wizardry:scroll:126, Scroll of Ice Lance
wizardry:scroll:127, Scroll of Freezing Weapon
wizardry:scroll:128, Scroll of Ice Spikes
wizardry:scroll:129, Scroll of Lightning Pulse
wizardry:scroll:130, Scroll of Curse of Soulbinding
wizardry:scroll:131, Scroll of Cobwebs
wizardry:scroll:132, Scroll of Decoy
wizardry:scroll:133, Scroll of Arcane Jammer
wizardry:scroll:134, Scroll of Conjure Armor
wizardry:scroll:135, Scroll of Group Heal
wizardry:scroll:136, Scroll of Hailstorm
wizardry:scroll:138, Scroll of Summon Storm Elemental
wizardry:scroll:139, Scroll of Earthquake
wizardry:scroll:140, Scroll of Font of Mana
wizardry:armour_upgrade, Arcane Seal of Protection
wizardry:magic_silk, Magical Silk
wizardry:wizard_hat, Wizard Hat
wizardry:wizard_robe, Wizard Robes
wizardry:wizard_leggings, Wizard Leggings
wizardry:wizard_boots, Wizard Boots
wizardry:wizard_hat_fire, Pyromancer Hat
wizardry:wizard_robe_fire, Pyromancer Robes
wizardry:wizard_leggings_fire, Pyromancer Leggings
wizardry:wizard_boots_fire, Pyromancer Boots
wizardry:wizard_hat_ice, Ice Mage Hat
wizardry:wizard_robe_ice, Ice Mage Robes
wizardry:wizard_leggings_ice, Ice Mage Leggings
wizardry:wizard_boots_ice, Ice Mage Boots
wizardry:wizard_hat_lightning, Storm Mage Hat
wizardry:wizard_robe_lightning, Storm Mage Robes
wizardry:wizard_leggings_lightning, Storm Mage Leggings
wizardry:wizard_boots_lightning, Storm Mage Boots
wizardry:wizard_hat_necromancy, Necromancer Hat
wizardry:wizard_robe_necromancy, Necromancer Robes
wizardry:wizard_leggings_necromancy, Necromancer Leggings
wizardry:wizard_boots_necromancy, Necromancer Boots
wizardry:wizard_hat_earth, Earth Mage Hat
wizardry:wizard_robe_earth, Earth Mage Robes
wizardry:wizard_leggings_earth, Earth Mage Leggings
wizardry:wizard_boots_earth, Earth Mage Boots
wizardry:wizard_hat_sorcery, Sorcerer Hat
wizardry:wizard_robe_sorcery, Sorcerer Robes
wizardry:wizard_leggings_sorcery, Sorcerer Leggings
wizardry:wizard_boots_sorcery, Sorcerer Boots
wizardry:wizard_hat_healing, Healer Hat
wizardry:wizard_robe_healing, Healer Robes
wizardry:wizard_leggings_healing, Healer Leggings
wizardry:wizard_boots_healing, Healer Boots
wizardry:spawn_wizard:0, Spawn Wizard
wizardry:spawn_wizard:1, Spawn Evil Wizard
wizardry:spectral_helmet, Spectral Helmet
wizardry:spectral_chestplate, Spectral Chestplate
wizardry:spectral_leggings, Spectral Leggings
wizardry:spectral_boots, Spectral Boots
wizardry:smoke_bomb, Smoke Bomb
wizardry:identification_scroll, Scroll of Identification
EnderZoo:enderZooIcon, EnderZoo Icon
EnderZoo:itemSpawnEggEnderZoo:0, Spawn Enderminy
EnderZoo:itemSpawnEggEnderZoo:1, Spawn Concussion Creeper
EnderZoo:itemSpawnEggEnderZoo:2, Spawn Fallen Knight
EnderZoo:itemSpawnEggEnderZoo:3, Spawn Fallen Steed
EnderZoo:itemSpawnEggEnderZoo:4, Spawn Wither Witch
EnderZoo:itemSpawnEggEnderZoo:5, Spawn Wither Cat
EnderZoo:itemSpawnEggEnderZoo:6, Spawn Dire Wolf
EnderZoo:witheringDust, Withering Dust
EnderZoo:confusingDust, Confusing Powder
EnderZoo:enderFragment, Ender Fragment
EnderZoo:guardiansBow, Guardians Bow
enhancedlootbags:lootbag:0, LootBag (Default)
enhancedlootbags:lootbag:1, LootBag (Scavenged Goods)
enhancedlootbags:lootbag:2, LootBag (Logic Trinkets)
enhancedlootbags:lootbag:3, LootBag (Locomotive Spares)
enhancedlootbags:lootbag:4, LootBag (Scrapyard Spares)
enhancedlootbags:lootbag:5, LootBag (Meteoric Remnants)
enhancedlootbags:lootbag:6, LootBag (Matter Energy Components)
enhancedlootbags:lootbag:7, LootBag (Gardners' Subscription)
enhancedlootbags:lootbag:8, LootBag (Circuitry Elements)
enhancedlootbags:lootbag:9, LootBag (Comb Framework)
enhancedlootbags:lootbag:10, LootBag (Magic Comb Framework)
enhancedlootbags:lootbag:11, LootBag (Jojamart Sponsorship)
enhancedlootbags:lootbag:12, LootBag (Hive Goods)
enhancedlootbags:lootbag:13, LootBag (Floral Boon)
enhancedlootbags:lootbag:14, LootBag (Mana Constructs)
enhancedlootbags:lootbag:15, LootBag (Magic Catalysts)
enhancedlootbags:lootbag:16, LootBag (Mana Lightshows)
enhancedlootbags:lootbag:17, LootBag (Elven Heritage)
enhancedlootbags:lootbag:18, LootBag (Gaia Bestowal)
enhancedlootbags:lootbag:19, LootBag (Terrestrial Conjures)
enhancedlootbags:lootbag:20, LootBag (Simply Decor)
enhancedlootbags:lootbag:21, LootBag (Fashion Guru)
enhancedlootbags:lootbag:22, LootBag (Sparkly Gizmos)
enhancedlootbags:lootbag:23, LootBag (Twilight Spoils)
enhancedlootbags:lootbag:24, LootBag (Apprentice Kit)
enhancedlootbags:lootbag:25, LootBag (Advanced Kit)
enhancedlootbags:lootbag:26, LootBag (Master Kit)
enhancedlootbags:lootbag:27, LootBag (Runic Bag)
enhancedlootbags:lootbag:28, LootBag (Arcane Bag)
enhancedlootbags:lootbag:29, LootBag (Essence Bag)
enhancedlootbags:lootbag:30, LootBag (Thaumaturge's Supplies)
enhancedlootbags:lootbag:31, LootBag (Magic Artillery)
enhancedlootbags:lootbag:32, LootBag (Alchemy Supplies)
enhancedlootbags:lootbag:33, LootBag (Transmundane Bag)
enhancedlootbags:lootbag:34, LootBag (Cultist Faith)
enhancedlootbags:lootbag:35, LootBag (Witchcraft Supplies)
enhancedlootbags:lootbag:36, LootBag (Infernal Reverence)
enhancedlootbags:lootbag:37, LootBag (Wicca's Favour)
enhancedlootbags:lootbag:38, LootBag (Ritualistic Offerings)
enhancedlootbags:lootbag:39, LootBag (Stolen Brews)
enhancedlootbags:lootbag:40, LootBag (Divine Retribution)
enhancedlootbags:lootbag:41, LootBag (Subconscious Treasures)
enhancedlootbags:lootbag:42, LootBag (Exhalted Emporium)
enhancedlootbags:lootbag:43, LootBag (Altar Expansion)
enhancedlootbags:lootbag:44, LootBag (Haunted Transfers)
enhancedlootbags:lootbag:45, LootBag (Mineral Deposits)
enhancedlootbags:lootbag:46, LootBag (Electronic Scraps)
enhancedlootbags:lootbag:47, LootBag (Industrial Supplies)
enhancedlootbags:lootbag:48, LootBag (Zero Protocol)
enhancedlootbags:lootbag:49, LootBag (Nuclear Physics)
enhancedlootbags:lootbag:50, LootBag (Redstone Advent)
enhancedlootbags:lootbag:51, LootBag (Sparking Innovation)
enhancedlootbags:lootbag:52, LootBag (Energetic Defence)
enhancedlootbags:lootbag:53, LootBag (Resonant Overclock)
enhancedlootbags:lootbag:54, LootBag (Laser Engineering)
enhancedlootbags:lootbag:55, LootBag (Mechanical Resonance)
enhancedlootbags:lootbag:56, LootBag (Machinery Hivemind)
